"","Returned","Order ID","Row ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country/Region","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit"
"31",1,"CA-2018-102652",6017,2018-04-06,2018-04-12,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Los Angeles","California",90049,"West","FUR-FU-10001918","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",33.11,7,0,12.9129
"32",1,"CA-2018-102652",6018,2018-04-06,2018-04-12,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Los Angeles","California",90049,"West","OFF-PA-10003309","Office Supplies","Paper","Xerox 211",19.44,3,0,9.3312
"33",1,"CA-2018-102652",6019,2018-04-06,2018-04-12,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Los Angeles","California",90049,"West","OFF-PA-10001977","Office Supplies","Paper","Xerox 194",55.48,1,0,26.6304
"34",1,"CA-2018-103373",1830,2018-05-18,2018-05-24,"Standard Class","BS-11755","Bruce Stewart","Consumer","United States","Cleveland","Ohio",44105,"East","TEC-PH-10002885","Technology","Phones","Apple iPhone 5",779.796,2,0.4,-168.9558
"35",1,"CA-2018-103744",6530,2018-02-23,2018-02-27,"Standard Class","MG-17875","Michael Grace","Home Office","United States","El Paso","Texas",79907,"Central","OFF-LA-10004425","Office Supplies","Labels","Staple-on labels",6.936,3,0.2,2.3409
"36",1,"CA-2018-103744",6531,2018-02-23,2018-02-27,"Standard Class","MG-17875","Michael Grace","Home Office","United States","El Paso","Texas",79907,"Central","OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs",4.428,3,0.8,-6.8634
"37",1,"CA-2018-103744",6530,2018-02-23,2018-02-27,"Standard Class","MG-17875","Michael Grace","Home Office","United States","El Paso","Texas",79907,"Central","OFF-LA-10004425","Office Supplies","Labels","Staple-on labels",6.936,3,0.2,2.3409
"38",1,"CA-2018-103744",6531,2018-02-23,2018-02-27,"Standard Class","MG-17875","Michael Grace","Home Office","United States","El Paso","Texas",79907,"Central","OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs",4.428,3,0.8,-6.8634
"39",1,"CA-2018-103940",3925,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10004963","Office Supplies","Storage","Eldon Gobal File Keepers",30.28,2,0,1.2112
"40",1,"CA-2018-103940",3926,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",57.93,3,0,16.2204
"41",1,"CA-2018-103940",3927,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","FUR-FU-10004671","Furniture","Furnishings","Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292
"42",1,"CA-2018-103940",3928,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",137.24,5,0.2,46.3185
"43",1,"CA-2018-103940",3925,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10004963","Office Supplies","Storage","Eldon Gobal File Keepers",30.28,2,0,1.2112
"44",1,"CA-2018-103940",3926,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",57.93,3,0,16.2204
"45",1,"CA-2018-103940",3927,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","FUR-FU-10004671","Furniture","Furnishings","Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292
"46",1,"CA-2018-103940",3928,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",137.24,5,0.2,46.3185
"47",1,"CA-2018-103940",3925,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10004963","Office Supplies","Storage","Eldon Gobal File Keepers",30.28,2,0,1.2112
"48",1,"CA-2018-103940",3926,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",57.93,3,0,16.2204
"49",1,"CA-2018-103940",3927,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","FUR-FU-10004671","Furniture","Furnishings","Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292
"50",1,"CA-2018-103940",3928,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",137.24,5,0.2,46.3185
"51",1,"CA-2018-103940",3925,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10004963","Office Supplies","Storage","Eldon Gobal File Keepers",30.28,2,0,1.2112
"52",1,"CA-2018-103940",3926,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",57.93,3,0,16.2204
"53",1,"CA-2018-103940",3927,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","FUR-FU-10004671","Furniture","Furnishings","Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292
"54",1,"CA-2018-103940",3928,2018-09-17,2018-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",137.24,5,0.2,46.3185
"55",1,"CA-2018-104829",5396,2018-11-18,2018-11-21,"Second Class","JG-15805","John Grady","Corporate","United States","Provo","Utah",84604,"West","OFF-PA-10003016","Office Supplies","Paper","Adams ""While You Were Out"" Message Pads",21.98,7,0,9.891
"56",1,"CA-2018-105270",5779,2018-11-11,2018-11-18,"Standard Class","AP-10915","Arthur Prichep","Consumer","United States","Los Angeles","California",90008,"West","OFF-AR-10003156","Office Supplies","Art","50 Colored Long Pencils",30.48,3,0,7.9248
"57",1,"CA-2018-105270",5780,2018-11-11,2018-11-18,"Standard Class","AP-10915","Arthur Prichep","Consumer","United States","Los Angeles","California",90008,"West","FUR-CH-10000988","Furniture","Chairs","Hon Olson Stacker Stools",112.648,1,0.2,11.2648
"58",1,"CA-2018-105270",5779,2018-11-11,2018-11-18,"Standard Class","AP-10915","Arthur Prichep","Consumer","United States","Los Angeles","California",90008,"West","OFF-AR-10003156","Office Supplies","Art","50 Colored Long Pencils",30.48,3,0,7.9248
"59",1,"CA-2018-105270",5780,2018-11-11,2018-11-18,"Standard Class","AP-10915","Arthur Prichep","Consumer","United States","Los Angeles","California",90008,"West","FUR-CH-10000988","Furniture","Chairs","Hon Olson Stacker Stools",112.648,1,0.2,11.2648
"60",1,"CA-2018-108609",6640,2018-10-31,2018-11-02,"Second Class","AJ-10780","Anthony Jacobs","Corporate","United States","Lorain","Ohio",44052,"East","FUR-TA-10003954","Furniture","Tables","Hon 94000 Series Round Tables",1421.664,8,0.4,-734.5264
"61",1,"CA-2018-108861",8439,2018-05-28,2018-06-01,"Standard Class","MM-17260","Magdelene Morse","Consumer","United States","Seattle","Washington",98105,"West","OFF-BI-10003876","Office Supplies","Binders","Green Canvas Binder for 8-1/2"" x 14"" Sheets",136.96,4,0.2,51.36
"62",1,"CA-2018-109918",8367,2018-09-07,2018-09-12,"Second Class","LR-17035","Lisa Ryan","Corporate","United States","Santa Clara","California",95051,"West","OFF-SU-10004290","Office Supplies","Supplies","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0,7.3872
"63",1,"CA-2018-109918",8368,2018-09-07,2018-09-12,"Second Class","LR-17035","Lisa Ryan","Corporate","United States","Santa Clara","California",95051,"West","OFF-PA-10000174","Office Supplies","Paper","Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",20.56,2,0,9.6632
"64",1,"CA-2018-109918",8369,2018-09-07,2018-09-12,"Second Class","LR-17035","Lisa Ryan","Corporate","United States","Santa Clara","California",95051,"West","OFF-BI-10004308","Office Supplies","Binders","Avery Legal 4-Ring Binder",83.92,5,0.2,31.47
"65",1,"CA-2018-109918",8367,2018-09-07,2018-09-12,"Second Class","LR-17035","Lisa Ryan","Corporate","United States","Santa Clara","California",95051,"West","OFF-SU-10004290","Office Supplies","Supplies","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0,7.3872
"66",1,"CA-2018-109918",8368,2018-09-07,2018-09-12,"Second Class","LR-17035","Lisa Ryan","Corporate","United States","Santa Clara","California",95051,"West","OFF-PA-10000174","Office Supplies","Paper","Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",20.56,2,0,9.6632
"67",1,"CA-2018-109918",8369,2018-09-07,2018-09-12,"Second Class","LR-17035","Lisa Ryan","Corporate","United States","Santa Clara","California",95051,"West","OFF-BI-10004308","Office Supplies","Binders","Avery Legal 4-Ring Binder",83.92,5,0.2,31.47
"68",1,"CA-2018-109918",8367,2018-09-07,2018-09-12,"Second Class","LR-17035","Lisa Ryan","Corporate","United States","Santa Clara","California",95051,"West","OFF-SU-10004290","Office Supplies","Supplies","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0,7.3872
"69",1,"CA-2018-109918",8368,2018-09-07,2018-09-12,"Second Class","LR-17035","Lisa Ryan","Corporate","United States","Santa Clara","California",95051,"West","OFF-PA-10000174","Office Supplies","Paper","Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",20.56,2,0,9.6632
"70",1,"CA-2018-109918",8369,2018-09-07,2018-09-12,"Second Class","LR-17035","Lisa Ryan","Corporate","United States","Santa Clara","California",95051,"West","OFF-BI-10004308","Office Supplies","Binders","Avery Legal 4-Ring Binder",83.92,5,0.2,31.47
"71",1,"CA-2018-110786",4038,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","FUR-FU-10000550","Furniture","Furnishings","Stacking Trays by OIC",24.9,5,0,8.217
"72",1,"CA-2018-110786",4039,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-PA-10000528","Office Supplies","Paper","Xerox 1981",21.12,4,0,9.504
"73",1,"CA-2018-110786",4040,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-MA-10003183","Technology","Machines","DYMO CardScan Personal V9 Business Card Scanner",767.952,6,0.2,287.982
"74",1,"CA-2018-110786",4041,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-BI-10003305","Office Supplies","Binders","Avery Hanging File Binders",14.352,3,0.2,4.6644
"75",1,"CA-2018-110786",4042,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-PH-10001425","Technology","Phones","Mophie Juice Pack Helium for iPhone",191.976,3,0.2,19.1976
"76",1,"CA-2018-110786",4043,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-LA-10001474","Office Supplies","Labels","Avery 477",274.77,9,0,126.3942
"77",1,"CA-2018-110786",4044,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","FUR-FU-10000672","Furniture","Furnishings","Executive Impressions 10"" Spectator Wall Clock",70.56,6,0,23.9904
"78",1,"CA-2018-110786",4038,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","FUR-FU-10000550","Furniture","Furnishings","Stacking Trays by OIC",24.9,5,0,8.217
"79",1,"CA-2018-110786",4039,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-PA-10000528","Office Supplies","Paper","Xerox 1981",21.12,4,0,9.504
"80",1,"CA-2018-110786",4040,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-MA-10003183","Technology","Machines","DYMO CardScan Personal V9 Business Card Scanner",767.952,6,0.2,287.982
"81",1,"CA-2018-110786",4041,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-BI-10003305","Office Supplies","Binders","Avery Hanging File Binders",14.352,3,0.2,4.6644
"82",1,"CA-2018-110786",4042,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-PH-10001425","Technology","Phones","Mophie Juice Pack Helium for iPhone",191.976,3,0.2,19.1976
"83",1,"CA-2018-110786",4043,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-LA-10001474","Office Supplies","Labels","Avery 477",274.77,9,0,126.3942
"84",1,"CA-2018-110786",4044,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","FUR-FU-10000672","Furniture","Furnishings","Executive Impressions 10"" Spectator Wall Clock",70.56,6,0,23.9904
"85",1,"CA-2018-110786",4038,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","FUR-FU-10000550","Furniture","Furnishings","Stacking Trays by OIC",24.9,5,0,8.217
"86",1,"CA-2018-110786",4039,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-PA-10000528","Office Supplies","Paper","Xerox 1981",21.12,4,0,9.504
"87",1,"CA-2018-110786",4040,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-MA-10003183","Technology","Machines","DYMO CardScan Personal V9 Business Card Scanner",767.952,6,0.2,287.982
"88",1,"CA-2018-110786",4041,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-BI-10003305","Office Supplies","Binders","Avery Hanging File Binders",14.352,3,0.2,4.6644
"89",1,"CA-2018-110786",4042,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-PH-10001425","Technology","Phones","Mophie Juice Pack Helium for iPhone",191.976,3,0.2,19.1976
"90",1,"CA-2018-110786",4043,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-LA-10001474","Office Supplies","Labels","Avery 477",274.77,9,0,126.3942
"91",1,"CA-2018-110786",4044,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","FUR-FU-10000672","Furniture","Furnishings","Executive Impressions 10"" Spectator Wall Clock",70.56,6,0,23.9904
"92",1,"CA-2018-110786",4038,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","FUR-FU-10000550","Furniture","Furnishings","Stacking Trays by OIC",24.9,5,0,8.217
"93",1,"CA-2018-110786",4039,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-PA-10000528","Office Supplies","Paper","Xerox 1981",21.12,4,0,9.504
"94",1,"CA-2018-110786",4040,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-MA-10003183","Technology","Machines","DYMO CardScan Personal V9 Business Card Scanner",767.952,6,0.2,287.982
"95",1,"CA-2018-110786",4041,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-BI-10003305","Office Supplies","Binders","Avery Hanging File Binders",14.352,3,0.2,4.6644
"96",1,"CA-2018-110786",4042,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-PH-10001425","Technology","Phones","Mophie Juice Pack Helium for iPhone",191.976,3,0.2,19.1976
"97",1,"CA-2018-110786",4043,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-LA-10001474","Office Supplies","Labels","Avery 477",274.77,9,0,126.3942
"98",1,"CA-2018-110786",4044,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","FUR-FU-10000672","Furniture","Furnishings","Executive Impressions 10"" Spectator Wall Clock",70.56,6,0,23.9904
"99",1,"CA-2018-110786",4038,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","FUR-FU-10000550","Furniture","Furnishings","Stacking Trays by OIC",24.9,5,0,8.217
"100",1,"CA-2018-110786",4039,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-PA-10000528","Office Supplies","Paper","Xerox 1981",21.12,4,0,9.504
"101",1,"CA-2018-110786",4040,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-MA-10003183","Technology","Machines","DYMO CardScan Personal V9 Business Card Scanner",767.952,6,0.2,287.982
"102",1,"CA-2018-110786",4041,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-BI-10003305","Office Supplies","Binders","Avery Hanging File Binders",14.352,3,0.2,4.6644
"103",1,"CA-2018-110786",4042,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","TEC-PH-10001425","Technology","Phones","Mophie Juice Pack Helium for iPhone",191.976,3,0.2,19.1976
"104",1,"CA-2018-110786",4043,2018-12-29,2019-01-02,"Standard Class","AJ-10795","Anthony Johnson","Corporate","United States","San Francisco","California",94110,"West","OFF-LA-10001474","Office Supplies","Labels","Avery 477",274.77,9,0,126.3942
